,EventTime,EventType,ScalarEventValue,agent_id,agent_type,CASH,time_placed,symbol,quantity,side,order_id,fill_price,tag,limit_price,is_hidden,is_price_to_comply,insert_by_id,is_post_only,fee,ABM
861,1612522061813241196,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:47:29,ABM,94.0,Side.BID,3687.0,100099.0,,100099.0,False,False,False,False,,
864,1612522066025483438,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:47:17,ABM,6.0,Side.BID,3676.0,100095.0,,100095.0,False,False,False,False,,
867,1612522067724522453,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:46:55,ABM,49.0,Side.BID,3655.0,100091.0,,100091.0,False,False,False,False,,
874,1612522076434659150,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:47:56,ABM,4.0,Side.BID,3708.0,100099.0,,100099.0,False,False,False,False,,
881,1612522091252726078,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:48:11,ABM,100.0,Side.BID,3721.0,100100.0,,100100.0,False,False,False,False,,
888,1612522120551819290,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:48:40,ABM,100.0,Side.BID,3750.0,100097.0,,100097.0,False,False,False,False,,
895,1612522140504807298,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:49:00,ABM,48.0,Side.BID,3771.0,100097.0,,100097.0,False,False,False,False,,
902,1612522167222561144,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:49:27,ABM,40.0,Side.BID,3801.0,100103.0,,100103.0,False,False,False,False,,
909,1612522195705463602,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:49:55,ABM,82.0,Side.BID,3824.0,100096.0,,100096.0,False,False,False,False,,
913,1612522195712497358,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:49:55,ABM,18.0,Side.BID,3824.0,100096.0,,100096.0,False,False,False,False,,
920,1612522229398272762,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:50:29,ABM,20.0,Side.BID,3862.0,100099.0,,100099.0,False,False,False,False,,
927,1612522273794669978,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:51:13,ABM,32.0,Side.BID,3898.0,100098.0,,100098.0,False,False,False,False,,
934,1612522282722838371,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:51:22,ABM,13.0,Side.BID,3909.0,100096.0,,100096.0,False,False,False,False,,
938,1612522284343879518,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:51:22,ABM,28.0,Side.BID,3909.0,100096.0,,100096.0,False,False,False,False,,
945,1612522296940491820,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:51:36,ABM,21.0,Side.BID,3921.0,100097.0,,100097.0,False,False,False,False,,
948,1612522296940491870,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:51:36,ABM,79.0,Side.BID,3921.0,100097.0,,100097.0,False,False,False,False,,
951,1612522335919103091,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:46:54,ABM,70.0,Side.BID,3653.0,100090.0,,100090.0,False,False,False,False,,
958,1612522345013864833,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:52:25,ABM,100.0,Side.BID,3986.0,100092.0,,100092.0,False,False,False,False,,
961,1612522345013864883,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:52:25,ABM,100.0,Side.BID,3986.0,100092.0,,100092.0,False,False,False,False,,
964,1612522345013864933,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:52:25,ABM,100.0,Side.BID,3986.0,100092.0,,100092.0,False,False,False,False,,
968,1612522349953616118,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:52:25,ABM,32.0,Side.BID,3986.0,100092.0,,100092.0,False,False,False,False,,
975,1612522416675606452,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:53:36,ABM,98.0,Side.BID,4057.0,100086.0,,100086.0,False,False,False,False,,
983,1612522426324047224,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:53:46,ABM,94.0,Side.BID,4066.0,100088.0,,100088.0,False,False,False,False,,
986,1612522426324047274,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:53:46,ABM,6.0,Side.BID,4066.0,100088.0,,100088.0,False,False,False,False,,
989,1612522427530291735,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:53:36,ABM,2.0,Side.BID,4057.0,100086.0,,100086.0,False,False,False,False,,
